po_id,medication_id,location_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,status
PO-11686,MED008,LOC003,SUP001,2025-11-10,2025-11-15,2025-11-15,490,490,Delivered
PO-11687,MED013,LOC003,SUP007,2025-11-10,2025-11-15,2025-11-15,280,280,Delivered
PO-11688,MED014,LOC001,SUP007,2025-11-10,2025-11-13,2025-11-13,460,460,Delivered
PO-11689,MED015,LOC004,SUP011,2025-11-10,2025-11-13,2025-11-13,90,90,Delivered
PO-11690,MED020,LOC007,SUP004,2025-11-10,2025-11-15,2025-11-15,260,260,Delivered
PO-11691,MED021,LOC007,SUP002,2025-11-10,2025-11-14,2025-11-14,110,110,Delivered
PO-11692,MED023,LOC001,SUP002,2025-11-10,2025-11-14,2025-11-14,1880,1880,Delivered
PO-11693,MED023,LOC006,SUP002,2025-11-10,2025-11-14,2025-11-14,1370,1370,Delivered
PO-11694,MED029,LOC004,SUP015,2025-11-10,2025-11-13,2025-11-13,60,60,Delivered
PO-11695,MED030,LOC003,SUP004,2025-11-10,2025-11-15,2025-11-15,210,210,Delivered
PO-11696,MED031,LOC003,SUP015,2025-11-10,2025-11-13,2025-11-13,1090,1090,Delivered
PO-11697,MED032,LOC007,SUP009,2025-11-10,2025-11-13,2025-11-13,50,50,Delivered
PO-11698,MED035,LOC006,SUP015,2025-11-10,2025-11-12,2025-11-12,210,210,Delivered
PO-11699,MED038,LOC001,SUP015,2025-11-10,2025-11-12,2025-11-12,150,150,Delivered
PO-11700,MED038,LOC002,SUP015,2025-11-10,2025-11-12,2025-11-12,80,80,Delivered
PO-11701,MED039,LOC005,SUP006,2025-11-10,2025-11-18,2025-11-18,50,50,Delivered
PO-11702,MED041,LOC001,SUP015,2025-11-10,2025-11-12,2025-11-12,230,230,Delivered
PO-11703,MED048,LOC003,SUP015,2025-11-10,2025-11-12,2025-11-12,390,390,Delivered
PO-11704,MED048,LOC006,SUP015,2025-11-10,2025-11-12,2025-11-12,400,400,Delivered
PO-11705,MED050,LOC001,SUP005,2025-11-10,2025-11-14,2025-11-14,4140,4140,Delivered
PO-11706,MED050,LOC003,SUP005,2025-11-10,2025-11-14,2025-11-14,3240,3240,Delivered
PO-11707,MED051,LOC005,SUP015,2025-11-10,2025-11-12,2025-11-12,1120,1120,Delivered
PO-11708,MED053,LOC001,SUP010,2025-11-10,2025-11-16,2025-11-16,260,260,Delivered
PO-11709,MED054,LOC001,SUP015,2025-11-10,2025-11-12,2025-11-12,390,390,Delivered
PO-11710,MED054,LOC006,SUP015,2025-11-10,2025-11-12,2025-11-12,300,300,Delivered
PO-11711,MED057,LOC007,SUP008,2025-11-10,2025-11-14,2025-11-14,50,50,Delivered
PO-11712,MED059,LOC004,SUP015,2025-11-10,2025-11-13,2025-11-13,110,110,Delivered
PO-11713,MED065,LOC002,SUP015,2025-11-10,2025-11-12,2025-11-12,380,380,Delivered
PO-11714,MED066,LOC003,SUP004,2025-11-10,2025-11-16,2025-11-16,990,990,Delivered
PO-11715,MED067,LOC001,SUP012,2025-11-10,2025-11-16,2025-11-16,1020,1020,Delivered
PO-11716,MED068,LOC001,SUP004,2025-11-10,2025-11-16,2025-11-16,4420,4420,Delivered
PO-11717,MED068,LOC004,SUP004,2025-11-10,2025-11-16,2025-11-16,590,590,Delivered
PO-11718,MED069,LOC006,SUP004,2025-11-10,2025-11-17,2025-11-20,3600,3600,Delayed
PO-11719,MED073,LOC003,SUP004,2025-11-10,2025-11-16,2025-11-16,180,180,Delivered
PO-11720,MED003,LOC002,SUP001,2025-11-11,2025-11-14,2025-11-14,150,150,Delivered
PO-11721,MED008,LOC006,SUP001,2025-11-11,2025-11-16,2025-11-16,510,510,Delivered
PO-11722,MED017,LOC005,SUP001,2025-11-11,2025-11-16,2025-11-16,470,470,Delivered
PO-11723,MED017,LOC006,SUP001,2025-11-11,2025-11-16,2025-11-16,1100,1100,Delivered
PO-11724,MED019,LOC002,SUP015,2025-11-11,2025-11-14,2025-11-14,530,530,Delivered
PO-11725,MED020,LOC006,SUP004,2025-11-11,2025-11-16,2025-11-16,700,700,Delivered
PO-11726,MED021,LOC005,SUP002,2025-11-11,2025-11-15,2025-11-15,570,570,Delivered
PO-11727,MED022,LOC004,SUP002,2025-11-11,2025-11-15,2025-11-15,150,150,Delivered
PO-11728,MED024,LOC004,SUP009,2025-11-11,2025-11-16,2025-11-16,250,250,Delivered
PO-11729,MED027,LOC004,SUP009,2025-11-11,2025-11-16,2025-11-16,180,180,Delivered
PO-11730,MED029,LOC005,SUP015,2025-11-11,2025-11-14,2025-11-14,100,100,Delivered
PO-11731,MED031,LOC002,SUP015,2025-11-11,2025-11-14,2025-11-14,580,580,Delivered
PO-11732,MED032,LOC003,SUP009,2025-11-11,2025-11-14,2025-11-14,530,530,Delivered
PO-11733,MED032,LOC005,SUP009,2025-11-11,2025-11-14,2025-11-14,220,220,Delivered
PO-11734,MED034,LOC001,SUP013,2025-11-11,2025-11-17,2025-11-17,320,320,Delivered
PO-11735,MED034,LOC004,SUP013,2025-11-11,2025-11-17,2025-11-17,50,50,Delivered
PO-11736,MED035,LOC004,SUP015,2025-11-11,2025-11-13,2025-11-13,50,50,Delivered
PO-11737,MED037,LOC004,SUP015,2025-11-11,2025-11-15,2025-11-15,390,390,Delivered
PO-11738,MED038,LOC003,SUP015,2025-11-11,2025-11-13,2025-11-13,110,110,Delivered
PO-11739,MED039,LOC003,SUP006,2025-11-11,2025-11-19,2025-11-19,50,50,Delivered
PO-11740,MED041,LOC006,SUP015,2025-11-11,2025-11-13,2025-11-13,170,170,Delivered
PO-11741,MED044,LOC005,SUP010,2025-11-11,2025-11-16,2025-11-16,200,200,Delivered
PO-11742,MED044,LOC007,SUP010,2025-11-11,2025-11-16,2025-11-16,50,50,Delivered
PO-11743,MED046,LOC007,SUP015,2025-11-11,2025-11-15,2025-11-15,60,60,Delivered
PO-11744,MED047,LOC005,SUP015,2025-11-11,2025-11-14,2025-11-14,200,200,Delivered
PO-11745,MED053,LOC007,SUP010,2025-11-11,2025-11-17,2025-11-17,50,50,Delivered
PO-11746,MED054,LOC002,SUP015,2025-11-11,2025-11-13,2025-11-13,170,170,Delivered
PO-11747,MED056,LOC004,SUP005,2025-11-11,2025-11-16,2025-11-16,340,340,Delivered
PO-11748,MED058,LOC001,SUP008,2025-11-11,2025-11-16,2025-11-16,770,770,Delivered
PO-11749,MED061,LOC001,SUP004,2025-11-11,2025-11-18,2025-11-18,1210,1210,Delivered
PO-11750,MED064,LOC001,SUP005,2025-11-11,2025-11-16,2025-11-16,2480,2480,Delivered
PO-11751,MED067,LOC002,SUP012,2025-11-11,2025-11-17,2025-11-17,390,390,Delivered
PO-11752,MED068,LOC005,SUP004,2025-11-11,2025-11-17,2025-11-17,1480,1480,Delivered
PO-11753,MED070,LOC001,SUP004,2025-11-11,2025-11-17,2025-11-17,530,530,Delivered
PO-11754,MED075,LOC002,SUP004,2025-11-11,2025-11-17,2025-11-17,360,360,Delivered
PO-11755,MED006,LOC001,SUP001,2025-11-12,2025-11-17,2025-11-17,1130,1130,Delivered
PO-11756,MED006,LOC004,SUP001,2025-11-12,2025-11-17,2025-11-17,150,150,Delivered
PO-11757,MED014,LOC005,SUP007,2025-11-12,2025-11-15,2025-11-15,170,170,Delivered
PO-11758,MED017,LOC001,SUP001,2025-11-12,2025-11-17,2025-11-17,1550,1550,Delivered
PO-11759,MED020,LOC003,SUP004,2025-11-12,2025-11-17,2025-11-17,830,830,Delivered
PO-11760,MED020,LOC005,SUP004,2025-11-12,2025-11-17,2025-11-17,300,300,Delivered
PO-11761,MED022,LOC002,SUP002,2025-11-12,2025-11-16,2025-11-16,430,430,Delivered
PO-11762,MED023,LOC004,SUP002,2025-11-12,2025-11-16,2025-11-16,270,270,Delivered
PO-11763,MED024,LOC003,SUP009,2025-11-12,2025-11-17,2025-11-17,1470,1470,Delivered
PO-11764,MED025,LOC004,SUP002,2025-11-12,2025-11-17,2025-11-17,480,480,Delivered
PO-11765,MED025,LOC005,SUP002,2025-11-12,2025-11-17,2025-11-17,1020,1020,Delivered
PO-11766,MED026,LOC005,SUP002,2025-11-12,2025-11-18,2025-11-18,760,760,Delivered
PO-11767,MED026,LOC006,SUP002,2025-11-12,2025-11-18,2025-11-18,1580,1580,Delivered
PO-11768,MED028,LOC001,SUP002,2025-11-12,2025-11-17,2025-11-17,760,760,Delivered
PO-11769,MED030,LOC005,SUP004,2025-11-12,2025-11-17,2025-11-17,80,80,Delivered
PO-11770,MED036,LOC004,SUP003,2025-11-12,2025-11-14,2025-11-14,330,330,Delivered
PO-11771,MED037,LOC006,SUP015,2025-11-12,2025-11-16,2025-11-16,1830,1830,Delivered
PO-11772,MED040,LOC004,SUP004,2025-11-12,2025-11-17,2025-11-17,50,50,Delivered
PO-11773,MED043,LOC005,SUP003,2025-11-12,2025-11-14,2025-11-14,90,90,Delivered
PO-11774,MED043,LOC007,SUP003,2025-11-12,2025-11-14,2025-11-14,50,50,Delivered
PO-11775,MED044,LOC006,SUP010,2025-11-12,2025-11-17,2025-11-17,410,410,Delivered
PO-11776,MED045,LOC001,SUP004,2025-11-12,2025-11-17,2025-11-17,770,770,Delivered
PO-11777,MED046,LOC004,SUP015,2025-11-12,2025-11-16,2025-11-16,170,170,Delivered
PO-11778,MED047,LOC002,SUP015,2025-11-12,2025-11-15,2025-11-15,320,320,Delivered
PO-11779,MED047,LOC003,SUP015,2025-11-12,2025-11-15,2025-11-15,610,610,Delivered
PO-11780,MED049,LOC004,SUP015,2025-11-12,2025-11-15,2025-11-15,350,350,Delivered
PO-11781,MED050,LOC004,SUP005,2025-11-12,2025-11-16,2025-11-16,1470,1470,Delivered
PO-11782,MED053,LOC003,SUP010,2025-11-12,2025-11-18,2025-11-18,220,220,Delivered
PO-11783,MED055,LOC005,SUP015,2025-11-12,2025-11-15,2025-11-15,380,380,Delivered
PO-11784,MED056,LOC002,SUP005,2025-11-12,2025-11-17,2025-11-17,390,390,Delivered
PO-11785,MED056,LOC006,SUP005,2025-11-12,2025-11-17,2025-11-17,670,670,Delivered
PO-11786,MED061,LOC003,SUP004,2025-11-12,2025-11-19,2025-11-19,990,990,Delivered
PO-11787,MED064,LOC003,SUP005,2025-11-12,2025-11-17,2025-11-17,2110,2110,Delivered
PO-11788,MED064,LOC006,SUP005,2025-11-12,2025-11-17,2025-11-17,1870,1870,Delivered
PO-11789,MED068,LOC003,SUP004,2025-11-12,2025-11-18,2025-11-19,3430,3430,Delayed
PO-11790,MED069,LOC004,SUP004,2025-11-12,2025-11-19,2025-11-19,470,470,Delivered
PO-11791,MED072,LOC006,SUP006,2025-11-12,2025-11-19,2025-11-19,50,50,Delivered
PO-11792,MED004,LOC001,SUP001,2025-11-13,2025-11-17,2025-11-18,470,470,Delayed
PO-11793,MED007,LOC004,SUP011,2025-11-13,2025-11-16,2025-11-17,220,220,Delayed
PO-11794,MED008,LOC004,SUP001,2025-11-13,2025-11-18,2025-11-18,80,80,Delivered
PO-11795,MED013,LOC001,SUP007,2025-11-13,2025-11-18,2025-11-18,310,310,Delivered
PO-11796,MED020,LOC001,SUP004,2025-11-13,2025-11-18,2025-11-18,1000,1000,Delivered
PO-11797,MED022,LOC003,SUP002,2025-11-13,2025-11-17,2025-11-17,840,840,Delivered
PO-11798,MED024,LOC001,SUP009,2025-11-13,2025-11-18,2025-11-18,1950,1950,Delivered
PO-11799,MED025,LOC007,SUP002,2025-11-13,2025-11-18,2025-11-18,160,160,Delivered
PO-11800,MED027,LOC002,SUP009,2025-11-13,2025-11-18,2025-11-18,480,480,Delivered
PO-11801,MED027,LOC007,SUP009,2025-11-13,2025-11-18,2025-11-18,80,80,Delivered
PO-11802,MED031,LOC005,SUP015,2025-11-13,2025-11-16,2025-11-16,490,490,Delivered
PO-11803,MED035,LOC002,SUP015,2025-11-13,2025-11-15,2025-11-15,130,130,Delivered
PO-11804,MED038,LOC006,SUP015,2025-11-13,2025-11-15,2025-11-15,120,120,Delivered
PO-11805,MED044,LOC002,SUP010,2025-11-13,2025-11-18,2025-11-18,210,210,Delivered
PO-11806,MED052,LOC004,SUP015,2025-11-13,2025-11-16,2025-11-16,80,80,Delivered
PO-11807,MED056,LOC005,SUP005,2025-11-13,2025-11-18,2025-11-18,270,270,Delivered
PO-11808,MED058,LOC003,SUP008,2025-11-13,2025-11-18,2025-11-18,630,630,Delivered
PO-11809,MED058,LOC006,SUP008,2025-11-13,2025-11-18,2025-11-18,520,520,Delivered
PO-11810,MED061,LOC005,SUP004,2025-11-13,2025-11-20,2025-11-20,400,400,Delivered
PO-11811,MED061,LOC006,SUP004,2025-11-13,2025-11-20,2025-11-20,990,990,Delivered
PO-11812,MED062,LOC002,SUP004,2025-11-13,2025-11-18,2025-11-18,560,560,Delivered
PO-11813,MED064,LOC002,SUP005,2025-11-13,2025-11-18,2025-11-18,1010,1010,Delivered
PO-11814,MED067,LOC007,SUP012,2025-11-13,2025-11-19,2025-11-19,60,60,Delivered
PO-11815,MED068,LOC002,SUP004,2025-11-13,2025-11-19,2025-11-19,1620,1620,Delivered
PO-11816,MED073,LOC001,SUP004,2025-11-13,2025-11-19,2025-11-19,230,230,Delivered
PO-11817,MED074,LOC002,SUP006,2025-11-13,2025-11-21,2025-11-21,50,50,Delivered
PO-11818,MED004,LOC006,SUP001,2025-11-14,2025-11-18,2025-11-18,510,510,Delivered
PO-11819,MED005,LOC001,SUP001,2025-11-14,2025-11-19,2025-11-19,360,360,Delivered
PO-11820,MED005,LOC005,SUP001,2025-11-14,2025-11-19,2025-11-19,140,140,Delivered
PO-11821,MED006,LOC005,SUP001,2025-11-14,2025-11-19,2025-11-19,400,400,Delivered
PO-11822,MED013,LOC006,SUP007,2025-11-14,2025-11-19,2025-11-19,230,230,Delivered
PO-11823,MED014,LOC002,SUP007,2025-11-14,2025-11-17,2025-11-17,210,210,Delivered
PO-11824,MED015,LOC007,SUP011,2025-11-14,2025-11-17,2025-11-17,120,120,Delivered
PO-11825,MED018,LOC004,SUP001,2025-11-14,2025-11-17,2025-11-17,310,310,Delivered
PO-11826,MED018,LOC007,SUP001,2025-11-14,2025-11-17,2025-11-17,120,120,Delivered
PO-11827,MED023,LOC002,SUP002,2025-11-14,2025-11-18,2025-11-18,810,810,Delivered
PO-11828,MED026,LOC002,SUP002,2025-11-14,2025-11-20,2025-11-20,860,860,Delivered
PO-11829,MED028,LOC004,SUP002,2025-11-14,2025-11-19,2025-11-19,110,110,Delivered
PO-11830,MED033,LOC002,SUP004,2025-11-14,2025-11-20,2025-11-20,80,80,Delivered
PO-11831,MED037,LOC001,SUP015,2025-11-14,2025-11-18,2025-11-18,2600,2600,Delivered
PO-11832,MED039,LOC001,SUP006,2025-11-14,2025-11-22,2025-11-22,80,80,Delivered
PO-11833,MED039,LOC006,SUP006,2025-11-14,2025-11-22,2025-11-22,90,90,Delivered
PO-11834,MED041,LOC003,SUP015,2025-11-14,2025-11-16,2025-11-16,170,170,Delivered
PO-11835,MED042,LOC004,SUP003,2025-11-14,2025-11-16,2025-11-16,110,110,Delivered
PO-11836,MED044,LOC003,SUP010,2025-11-14,2025-11-19,2025-11-19,440,440,Delivered
PO-11837,MED045,LOC002,SUP004,2025-11-14,2025-11-19,2025-11-19,320,320,Delivered
PO-11838,MED050,LOC005,SUP005,2025-11-14,2025-11-18,2025-11-18,1560,1560,Delivered
PO-11839,MED051,LOC004,SUP015,2025-11-14,2025-11-16,2025-11-16,540,540,Delivered
PO-11840,MED059,LOC003,SUP015,2025-11-14,2025-11-17,2025-11-17,470,470,Delivered
PO-11841,MED060,LOC002,SUP015,2025-11-14,2025-11-16,2025-11-16,50,50,Delivered
PO-11842,MED061,LOC002,SUP004,2025-11-14,2025-11-21,2025-11-21,480,480,Delivered
PO-11843,MED064,LOC004,SUP005,2025-11-14,2025-11-19,2025-11-19,360,360,Delivered
PO-11844,MED065,LOC003,SUP015,2025-11-14,2025-11-16,2025-11-19,770,770,Delayed
PO-11845,MED068,LOC006,SUP004,2025-11-14,2025-11-20,2025-11-20,4740,4740,Delivered
PO-11846,MED071,LOC001,SUP014,2025-11-14,2025-11-20,2025-11-20,160,160,Delivered
PO-11847,MED071,LOC003,SUP014,2025-11-14,2025-11-20,2025-11-20,120,120,Delivered
PO-11848,MED073,LOC005,SUP004,2025-11-14,2025-11-20,2025-11-20,80,80,Delivered
PO-11849,MED001,LOC004,SUP001,2025-11-15,2025-11-20,2025-11-20,130,130,Delivered
PO-11850,MED001,LOC005,SUP001,2025-11-15,2025-11-20,2025-11-20,330,330,Delivered
PO-11851,MED001,LOC006,SUP001,2025-11-15,2025-11-20,2025-11-20,1060,1060,Delivered
PO-11852,MED003,LOC006,SUP001,2025-11-15,2025-11-18,2025-11-18,400,400,Delivered
PO-11853,MED005,LOC003,SUP001,2025-11-15,2025-11-20,2025-11-20,260,260,Delivered
PO-11854,MED008,LOC007,SUP001,2025-11-15,2025-11-20,2025-11-20,160,160,Delivered
PO-11855,MED010,LOC006,SUP007,2025-11-15,2025-11-19,2025-11-19,760,760,Delivered
PO-11856,MED012,LOC001,SUP007,2025-11-15,2025-11-19,2025-11-19,830,830,Delivered
PO-11857,MED012,LOC004,SUP007,2025-11-15,2025-11-19,2025-11-19,120,120,Delivered
PO-11858,MED012,LOC006,SUP007,2025-11-15,2025-11-19,2025-11-19,610,610,Delivered
PO-11859,MED016,LOC006,SUP001,2025-11-15,2025-11-19,2025-11-19,1690,1690,Delivered
PO-11860,MED017,LOC003,SUP001,2025-11-15,2025-11-20,2025-11-20,1130,1130,Delivered
PO-11861,MED021,LOC003,SUP002,2025-11-15,2025-11-19,2025-11-19,1410,1410,Delivered
PO-11862,MED023,LOC005,SUP002,2025-11-15,2025-11-19,2025-11-21,650,650,Delayed
PO-11863,MED030,LOC001,SUP004,2025-11-15,2025-11-20,2025-11-20,280,280,Delivered
PO-11864,MED033,LOC003,SUP004,2025-11-15,2025-11-21,2025-11-21,140,140,Delivered
PO-11865,MED035,LOC005,SUP015,2025-11-15,2025-11-17,2025-11-17,90,90,Delivered
PO-11866,MED042,LOC006,SUP003,2025-11-15,2025-11-17,2025-11-17,600,600,Delivered
PO-11867,MED046,LOC006,SUP015,2025-11-15,2025-11-19,2025-11-19,900,900,Delivered
PO-11868,MED050,LOC002,SUP005,2025-11-15,2025-11-19,2025-11-19,1670,1670,Delivered
PO-11869,MED052,LOC005,SUP015,2025-11-15,2025-11-18,2025-11-18,150,150,Delivered
PO-11870,MED055,LOC004,SUP015,2025-11-15,2025-11-18,2025-11-18,160,160,Delivered
PO-11871,MED056,LOC003,SUP005,2025-11-15,2025-11-20,2025-11-20,680,680,Delivered
PO-11872,MED057,LOC001,SUP008,2025-11-15,2025-11-19,2025-11-19,730,730,Delivered
PO-11873,MED060,LOC001,SUP015,2025-11-15,2025-11-17,2025-11-17,100,100,Delivered
PO-11874,MED061,LOC007,SUP004,2025-11-15,2025-11-22,2025-11-24,80,80,Delayed
PO-11875,MED062,LOC001,SUP004,2025-11-15,2025-11-20,2025-11-20,1310,1310,Delivered
PO-11876,MED062,LOC006,SUP004,2025-11-15,2025-11-20,2025-11-20,1040,1040,Delivered
PO-11877,MED063,LOC001,SUP004,2025-11-15,2025-11-22,2025-11-22,460,460,Delivered
PO-11878,MED063,LOC004,SUP004,2025-11-15,2025-11-22,2025-11-22,80,80,Delivered
PO-11879,MED065,LOC004,SUP015,2025-11-15,2025-11-17,2025-11-17,140,140,Delivered
PO-11880,MED071,LOC004,SUP014,2025-11-15,2025-11-21,2025-11-21,50,50,Delivered
PO-11881,MED073,LOC004,SUP004,2025-11-15,2025-11-21,2025-11-21,50,50,Delivered
PO-11882,MED074,LOC005,SUP006,2025-11-15,2025-11-23,2025-11-23,50,50,Delivered
PO-11883,MED001,LOC003,SUP001,2025-11-16,2025-11-21,2025-11-21,670,670,Delivered
PO-11884,MED002,LOC003,SUP010,2025-11-16,2025-11-23,2025-11-23,490,490,Delivered
PO-11885,MED008,LOC005,SUP001,2025-11-16,2025-11-21,2025-11-21,220,220,Delivered
PO-11886,MED009,LOC002,SUP007,2025-11-16,2025-11-20,2025-11-20,680,680,Delivered
PO-11887,MED009,LOC006,SUP007,2025-11-16,2025-11-20,2025-11-20,1250,1250,Delivered
PO-11888,MED011,LOC006,SUP011,2025-11-16,2025-11-21,2025-11-21,290,290,Delivered
PO-11889,MED016,LOC004,SUP001,2025-11-16,2025-11-20,2025-11-20,350,350,Delivered
PO-11890,MED017,LOC002,SUP001,2025-11-16,2025-11-21,2025-11-21,570,570,Delivered
PO-11891,MED017,LOC004,SUP001,2025-11-16,2025-11-21,2025-11-21,200,200,Delivered
PO-11892,MED022,LOC001,SUP002,2025-11-16,2025-11-20,2025-11-20,1040,1040,Delivered
PO-11893,MED024,LOC002,SUP009,2025-11-16,2025-11-21,2025-11-21,700,700,Delivered
PO-11894,MED025,LOC003,SUP002,2025-11-16,2025-11-21,2025-11-21,2430,2430,Delivered
PO-11895,MED027,LOC006,SUP009,2025-11-16,2025-11-21,2025-11-21,910,910,Delivered
PO-11896,MED028,LOC006,SUP002,2025-11-16,2025-11-21,2025-11-21,500,500,Delivered
PO-11897,MED034,LOC003,SUP013,2025-11-16,2025-11-22,2025-11-22,240,240,Delivered
PO-11898,MED036,LOC002,SUP003,2025-11-16,2025-11-18,2025-11-18,880,880,Delivered
PO-11899,MED042,LOC002,SUP003,2025-11-16,2025-11-18,2025-11-18,350,350,Delivered
PO-11900,MED042,LOC005,SUP003,2025-11-16,2025-11-18,2025-11-18,250,250,Delivered
PO-11901,MED048,LOC002,SUP015,2025-11-16,2025-11-18,2025-11-18,190,190,Delivered
PO-11902,MED065,LOC005,SUP015,2025-11-16,2025-11-18,2025-11-18,310,310,Delivered
PO-11903,MED069,LOC002,SUP004,2025-11-16,2025-11-23,2025-11-23,1250,1250,Delivered
PO-11904,MED070,LOC002,SUP004,2025-11-16,2025-11-22,2025-11-22,190,190,Delivered
PO-11905,MED072,LOC003,SUP006,2025-11-16,2025-11-23,2025-11-23,70,70,Delivered
PO-11906,MED002,LOC001,SUP010,2025-11-17,2025-11-24,2025-11-24,610,610,Delivered
PO-11907,MED002,LOC002,SUP010,2025-11-17,2025-11-24,2025-11-24,260,260,Delivered
PO-11908,MED006,LOC003,SUP001,2025-11-17,2025-11-22,2025-11-22,840,840,Delivered
PO-11909,MED011,LOC003,SUP011,2025-11-17,2025-11-22,2025-11-24,340,340,Delayed
PO-11910,MED015,LOC005,SUP011,2025-11-17,2025-11-20,2025-11-20,190,190,Delivered
PO-11911,MED025,LOC001,SUP002,2025-11-17,2025-11-22,2025-11-22,3100,3100,Delivered
PO-11912,MED028,LOC002,SUP002,2025-11-17,2025-11-22,2025-11-22,290,290,Delivered
PO-11913,MED028,LOC003,SUP002,2025-11-17,2025-11-22,2025-11-22,530,530,Delivered
PO-11914,MED030,LOC006,SUP004,2025-11-17,2025-11-22,2025-11-22,170,170,Delivered
PO-11915,MED032,LOC004,SUP009,2025-11-17,2025-11-20,2025-11-20,80,80,Delivered
PO-11916,MED034,LOC002,SUP013,2025-11-17,2025-11-23,2025-11-23,120,120,Delivered
PO-11917,MED041,LOC002,SUP015,2025-11-17,2025-11-19,2025-11-19,110,110,Delivered
PO-11918,MED043,LOC002,SUP003,2025-11-17,2025-11-19,2025-11-19,120,120,Delivered
PO-11919,MED045,LOC003,SUP004,2025-11-17,2025-11-22,2025-11-22,640,640,Delivered
PO-11920,MED045,LOC007,SUP004,2025-11-17,2025-11-22,2025-11-22,50,50,Delivered
PO-11921,MED047,LOC004,SUP015,2025-11-17,2025-11-20,2025-11-20,110,110,Delivered
PO-11922,MED047,LOC006,SUP015,2025-11-17,2025-11-20,2025-11-20,580,580,Delivered
PO-11923,MED053,LOC004,SUP010,2025-11-17,2025-11-23,2025-11-23,50,50,Delivered
PO-11924,MED054,LOC004,SUP015,2025-11-17,2025-11-19,2025-11-19,50,50,Delivered
PO-11925,MED057,LOC006,SUP008,2025-11-17,2025-11-21,2025-11-21,520,520,Delivered
PO-11926,MED059,LOC007,SUP015,2025-11-17,2025-11-20,2025-11-20,50,50,Delivered
PO-11927,MED060,LOC005,SUP015,2025-11-17,2025-11-19,2025-11-19,50,50,Delivered
PO-11928,MED062,LOC003,SUP004,2025-11-17,2025-11-22,2025-11-22,1120,1120,Delivered
PO-11929,MED063,LOC006,SUP004,2025-11-17,2025-11-24,2025-11-24,360,360,Delivered
PO-11930,MED071,LOC005,SUP014,2025-11-17,2025-11-23,2025-11-23,60,60,Delivered
PO-11931,MED004,LOC002,SUP001,2025-11-18,2025-11-22,2025-11-22,190,190,Delivered
PO-11932,MED006,LOC006,SUP001,2025-11-18,2025-11-23,2025-11-23,1180,1180,Delivered
PO-11933,MED009,LOC001,SUP007,2025-11-18,2025-11-22,2025-11-22,1660,1660,Delivered
PO-11934,MED009,LOC007,SUP007,2025-11-18,2025-11-22,2025-11-22,100,100,Delivered
PO-11935,MED010,LOC003,SUP007,2025-11-18,2025-11-22,2025-11-22,800,800,Delivered
PO-11936,MED011,LOC001,SUP011,2025-11-18,2025-11-23,2025-11-23,430,430,Delivered
PO-11937,MED016,LOC001,SUP001,2025-11-18,2025-11-22,2025-11-25,2490,2490,Delayed
PO-11938,MED018,LOC001,SUP001,2025-11-18,2025-11-21,2025-11-21,2180,2180,Delivered
PO-11939,MED019,LOC001,SUP015,2025-11-18,2025-11-21,2025-11-21,1250,1250,Delivered
PO-11940,MED021,LOC004,SUP002,2025-11-18,2025-11-22,2025-11-22,240,240,Delivered
PO-11941,MED021,LOC006,SUP002,2025-11-18,2025-11-22,2025-11-22,1340,1340,Delivered
PO-11942,MED025,LOC002,SUP002,2025-11-18,2025-11-23,2025-11-23,1200,1200,Delivered
PO-11943,MED025,LOC006,SUP002,2025-11-18,2025-11-23,2025-11-23,2250,2250,Delivered
PO-11944,MED026,LOC007,SUP002,2025-11-18,2025-11-24,2025-11-24,140,140,Delivered
PO-11945,MED027,LOC001,SUP009,2025-11-18,2025-11-23,2025-11-23,1200,1200,Delivered
PO-11946,MED028,LOC005,SUP002,2025-11-18,2025-11-23,2025-11-23,240,240,Delivered
PO-11947,MED037,LOC002,SUP015,2025-11-18,2025-11-22,2025-11-22,1050,1050,Delivered
PO-11948,MED041,LOC007,SUP015,2025-11-18,2025-11-20,2025-11-20,50,50,Delivered
PO-11949,MED044,LOC001,SUP010,2025-11-18,2025-11-23,2025-11-23,510,510,Delivered
PO-11950,MED045,LOC004,SUP004,2025-11-18,2025-11-23,2025-11-23,120,120,Delivered
PO-11951,MED045,LOC005,SUP004,2025-11-18,2025-11-23,2025-11-23,260,260,Delivered
PO-11952,MED046,LOC001,SUP015,2025-11-18,2025-11-22,2025-11-22,1190,1190,Delivered
PO-11953,MED051,LOC001,SUP015,2025-11-18,2025-11-20,2025-11-20,3580,3580,Delivered
PO-11954,MED052,LOC002,SUP015,2025-11-18,2025-11-21,2025-11-21,210,210,Delivered
PO-11955,MED052,LOC006,SUP015,2025-11-18,2025-11-21,2025-11-21,350,350,Delivered
PO-11956,MED053,LOC002,SUP010,2025-11-18,2025-11-24,2025-11-24,120,120,Delivered
PO-11957,MED055,LOC003,SUP015,2025-11-18,2025-11-21,2025-11-21,890,890,Delivered
PO-11958,MED057,LOC005,SUP008,2025-11-18,2025-11-22,2025-11-22,260,260,Delivered
PO-11959,MED061,LOC004,SUP004,2025-11-18,2025-11-25,2025-11-25,160,160,Delivered
PO-11960,MED063,LOC002,SUP004,2025-11-18,2025-11-25,2025-11-25,170,170,Delivered
PO-11961,MED064,LOC005,SUP005,2025-11-18,2025-11-23,2025-11-23,840,840,Delivered
