lot_id,medication_id,location_id,quantity,manufacture_date,expiry_date
LOT-202512-1398,MED036,LOC003,920,2025-12-30,2027-10-17
LOT-202603-1397,MED036,LOC003,1634,2026-03-17,2028-07-28
LOT-202505-1399,MED036,LOC004,211,2025-05-23,2026-12-26
LOT-202505-1400,MED036,LOC004,216,2025-05-07,2027-09-19
LOT-202507-1402,MED036,LOC005,358,2025-07-03,2028-03-25
LOT-202512-1401,MED036,LOC005,292,2025-12-09,2028-05-22
LOT-202507-1403,MED036,LOC006,742,2025-07-10,2028-03-22
LOT-202512-1404,MED036,LOC007,188,2025-12-21,2027-09-01
LOT-202507-1406,MED037,LOC001,2041,2025-07-16,2027-02-08
LOT-202508-1405,MED037,LOC001,1624,2025-08-27,2028-02-14
LOT-202602-1407,MED037,LOC002,463,2026-02-20,2028-01-04
LOT-202605-1408,MED037,LOC002,201,2026-05-02,2029-03-06
LOT-202604-1409,MED037,LOC003,1570,2026-04-27,2028-08-26
LOT-202508-1410,MED037,LOC004,288,2025-08-31,2027-04-12
LOT-202504-1411,MED037,LOC004,143,2025-04-29,2027-06-02
LOT-202509-1412,MED037,LOC005,342,2025-09-20,2028-04-06
LOT-202604-1413,MED037,LOC005,368,2026-04-12,2028-06-01
LOT-202505-1415,MED037,LOC006,958,2025-05-17,2027-02-18
LOT-202508-1414,MED037,LOC006,1431,2025-08-27,2028-07-29
LOT-202505-1417,MED037,LOC007,58,2025-05-01,2028-01-19
LOT-202604-1416,MED037,LOC007,51,2026-04-26,2029-01-17
LOT-202601-1418,MED038,LOC001,39,2026-01-17,2028-04-19
LOT-202511-1419,MED038,LOC001,30,2025-11-18,2028-06-20
LOT-202507-1420,MED038,LOC002,61,2025-07-23,2028-03-01
LOT-202509-1421,MED038,LOC003,56,2025-09-07,2028-03-22
LOT-202503-1422,MED038,LOC004,31,2025-03-16,2027-05-28
LOT-202512-1424,MED038,LOC005,25,2025-12-04,2028-03-03
LOT-202604-1423,MED038,LOC005,17,2026-04-19,2028-12-13
LOT-202507-1426,MED038,LOC006,74,2025-07-31,2027-08-23
LOT-202506-1425,MED038,LOC006,56,2025-06-13,2028-03-29
LOT-202510-1427,MED038,LOC007,54,2025-10-19,2027-07-01
LOT-202512-1428,MED039,LOC001,37,2025-12-03,2028-10-27
LOT-202504-1429,MED039,LOC002,21,2025-04-12,2028-01-10
LOT-202503-1430,MED039,LOC002,25,2025-03-16,2028-01-12
LOT-202504-1431,MED039,LOC003,43,2025-04-29,2027-11-21
LOT-202508-1432,MED039,LOC003,36,2025-08-06,2028-05-16
LOT-202508-1434,MED039,LOC004,18,2025-08-02,2028-02-22
LOT-202603-1433,MED039,LOC004,23,2026-03-27,2028-10-22
LOT-202509-1435,MED039,LOC005,20,2025-09-21,2028-05-10
LOT-202506-1436,MED039,LOC006,45,2025-06-10,2028-04-03
LOT-202507-1437,MED039,LOC006,59,2025-07-14,2028-04-16
LOT-202409-TPA4,MED039,LOC007,221,2024-09-15,2026-10-05
LOT-202510-1438,MED040,LOC001,243,2025-10-04,2027-05-20
LOT-202510-1439,MED040,LOC002,60,2025-10-24,2027-04-29
LOT-202602-1440,MED040,LOC002,36,2026-02-04,2029-01-07
LOT-202508-1442,MED040,LOC003,65,2025-08-12,2027-09-04
LOT-202504-1441,MED040,LOC003,103,2025-04-07,2028-01-21
LOT-202511-1444,MED040,LOC004,20,2025-11-23,2027-12-23
LOT-202509-1443,MED040,LOC004,27,2025-09-06,2028-01-07
LOT-202510-1445,MED040,LOC005,52,2025-10-04,2027-12-05
LOT-202604-1446,MED040,LOC005,24,2026-04-05,2028-01-11
LOT-202506-1447,MED040,LOC006,79,2025-06-15,2027-02-15
LOT-202512-1448,MED040,LOC006,73,2025-12-15,2027-09-03
LOT-202512-1449,MED040,LOC007,27,2025-12-25,2028-06-21
LOT-202507-1450,MED041,LOC001,238,2025-07-02,2027-05-04
LOT-202602-1451,MED041,LOC001,108,2026-02-09,2027-09-25
LOT-202508-1452,MED041,LOC002,53,2025-08-31,2028-06-11
LOT-202503-1453,MED041,LOC003,109,2025-03-20,2026-12-20
LOT-202510-1454,MED041,LOC003,127,2025-10-14,2028-01-13
LOT-202603-1455,MED041,LOC004,20,2026-03-11,2027-09-26
LOT-202604-1456,MED041,LOC004,22,2026-04-30,2028-07-08
LOT-202601-1457,MED041,LOC005,89,2026-01-21,2028-07-01
LOT-202601-1458,MED041,LOC006,41,2026-01-25,2027-12-02
LOT-202603-1459,MED041,LOC006,54,2026-03-08,2028-02-05
LOT-202512-1460,MED041,LOC007,12,2025-12-23,2028-08-01
LOT-202506-1461,MED042,LOC001,594,2025-06-13,2028-04-04
LOT-202508-1462,MED042,LOC002,408,2025-08-19,2028-07-24
LOT-202508-1463,MED042,LOC003,533,2025-08-29,2027-03-30
LOT-202511-1465,MED042,LOC004,56,2025-11-06,2027-06-21
LOT-202601-1464,MED042,LOC004,55,2026-01-30,2028-05-17
LOT-202506-1466,MED042,LOC005,427,2025-06-25,2027-11-15
LOT-202510-1468,MED042,LOC006,410,2025-10-25,2027-07-13
LOT-202603-1467,MED042,LOC006,334,2026-03-30,2028-02-04
LOT-202511-1469,MED042,LOC007,65,2025-11-27,2028-03-31
LOT-202506-1470,MED043,LOC001,336,2025-06-27,2027-05-27
LOT-202603-1471,MED043,LOC002,75,2026-03-18,2028-10-23
LOT-202604-1472,MED043,LOC002,68,2026-04-21,2028-12-03
LOT-202511-1473,MED043,LOC003,148,2025-11-13,2027-07-11
LOT-202601-1474,MED043,LOC003,69,2026-01-26,2028-11-14
LOT-202508-1476,MED043,LOC004,35,2025-08-17,2027-05-15
LOT-202602-1475,MED043,LOC004,32,2026-02-18,2028-11-11
LOT-202504-1478,MED043,LOC005,41,2025-04-29,2027-11-08
LOT-202602-1477,MED043,LOC005,47,2026-02-15,2027-12-19
LOT-202509-1479,MED043,LOC006,164,2025-09-04,2028-06-12
LOT-202506-1480,MED043,LOC007,18,2025-06-24,2027-06-17
LOT-202512-1482,MED044,LOC001,447,2025-12-30,2027-09-18
LOT-202512-1481,MED044,LOC001,403,2025-12-15,2027-10-18
LOT-202604-1483,MED044,LOC002,176,2026-04-02,2029-01-15
LOT-202512-1484,MED044,LOC003,184,2025-12-17,2028-03-15
LOT-202505-1486,MED044,LOC004,64,2025-05-22,2027-07-05
LOT-202511-1485,MED044,LOC004,80,2025-11-19,2028-02-26
LOT-202603-1488,MED044,LOC005,109,2026-03-27,2028-06-04
LOT-202602-1487,MED044,LOC005,85,2026-02-16,2029-01-05
LOT-202603-1489,MED044,LOC006,474,2026-03-03,2027-11-21
LOT-202505-1491,MED044,LOC007,35,2025-05-01,2027-05-14
LOT-202602-1490,MED044,LOC007,31,2026-02-23,2027-12-31
LOT-202603-1492,MED045,LOC001,861,2026-03-15,2027-09-06
LOT-202511-1494,MED045,LOC002,69,2025-11-16,2028-02-19
LOT-202512-1493,MED045,LOC002,80,2025-12-19,2028-11-17
LOT-202509-1495,MED045,LOC003,346,2025-09-22,2027-05-31
LOT-202505-1496,MED045,LOC003,150,2025-05-25,2028-01-31
LOT-202504-1498,MED045,LOC004,49,2025-04-12,2027-10-07
LOT-202506-1497,MED045,LOC004,39,2025-06-26,2028-03-09
LOT-202512-1499,MED045,LOC005,232,2025-12-11,2027-07-04
LOT-202506-1500,MED045,LOC005,230,2025-06-04,2027-11-16
LOT-202508-1501,MED045,LOC006,511,2025-08-15,2028-01-16
LOT-202506-1502,MED045,LOC007,40,2025-06-04,2028-02-15
LOT-202602-1503,MED046,LOC001,1684,2026-02-03,2028-05-09
LOT-202503-1505,MED046,LOC002,228,2025-03-12,2027-02-01
LOT-202511-1504,MED046,LOC002,153,2025-11-01,2028-02-17
LOT-202603-1507,MED046,LOC003,347,2026-03-10,2028-04-22
LOT-202601-1506,MED046,LOC003,404,2026-01-06,2028-09-02
LOT-202504-1509,MED046,LOC004,79,2025-04-11,2027-09-17
LOT-202603-1508,MED046,LOC004,84,2026-03-01,2027-11-13
LOT-202512-1510,MED046,LOC005,361,2025-12-20,2028-07-05
LOT-202510-1511,MED046,LOC006,1239,2025-10-22,2028-04-04
LOT-202508-1512,MED046,LOC007,36,2025-08-25,2027-11-26
LOT-202512-1513,MED046,LOC007,16,2025-12-11,2028-03-30
LOT-202602-1514,MED047,LOC001,495,2026-02-18,2029-01-25
LOT-202505-1515,MED047,LOC002,109,2025-05-13,2027-04-09
LOT-202504-1516,MED047,LOC002,94,2025-04-24,2027-11-23
LOT-202506-1517,MED047,LOC003,710,2025-06-23,2027-08-16
LOT-202509-1518,MED047,LOC004,126,2025-09-22,2027-06-17
LOT-202512-1519,MED047,LOC005,186,2025-12-27,2028-07-09
LOT-202512-1520,MED047,LOC006,765,2025-12-01,2027-12-23
LOT-202511-1521,MED047,LOC007,31,2025-11-15,2028-03-22
LOT-202510-1522,MED047,LOC007,19,2025-10-02,2028-04-20
LOT-202504-1523,MED048,LOC001,245,2025-04-18,2027-05-15
LOT-202512-1524,MED048,LOC001,168,2025-12-11,2028-06-14
LOT-202603-1526,MED048,LOC002,177,2026-03-26,2028-03-10
LOT-202511-1525,MED048,LOC002,137,2025-11-13,2028-07-26
LOT-202507-1527,MED048,LOC003,332,2025-07-27,2028-02-17
LOT-202602-1529,MED048,LOC004,27,2026-02-09,2027-10-29
LOT-202507-1528,MED048,LOC004,27,2025-07-29,2028-03-29
LOT-202506-1530,MED048,LOC005,126,2025-06-11,2028-01-12
LOT-202601-1531,MED048,LOC006,435,2026-01-20,2027-10-14
LOT-202603-1532,MED048,LOC007,22,2026-03-10,2028-12-14
LOT-202601-1533,MED049,LOC001,997,2026-01-08,2027-11-30
LOT-202507-1534,MED049,LOC001,1059,2025-07-24,2028-05-22
LOT-202504-1535,MED049,LOC002,462,2025-04-16,2027-07-29
LOT-202507-1536,MED049,LOC002,359,2025-07-13,2028-02-23
LOT-202503-1537,MED049,LOC003,383,2025-03-29,2027-03-05
LOT-202508-1538,MED049,LOC003,421,2025-08-14,2027-03-11
LOT-202512-1539,MED049,LOC004,497,2025-12-20,2028-03-19
LOT-202511-1540,MED049,LOC005,889,2025-11-17,2028-02-29
LOT-202508-1542,MED049,LOC006,856,2025-08-20,2027-08-25
LOT-202604-1541,MED049,LOC006,1680,2026-04-24,2029-03-18
LOT-202510-1543,MED049,LOC007,178,2025-10-29,2028-07-22
LOT-202505-1544,MED050,LOC001,1078,2025-05-10,2027-11-16
LOT-202510-1545,MED050,LOC001,835,2025-10-10,2027-11-28
LOT-202508-1546,MED050,LOC002,570,2025-08-11,2027-09-07
LOT-202504-1547,MED050,LOC002,634,2025-04-15,2028-03-05
LOT-202504-1548,MED050,LOC003,1559,2025-04-10,2028-02-19
LOT-202503-1549,MED050,LOC004,549,2025-03-19,2028-03-01
LOT-202506-1550,MED050,LOC005,419,2025-06-16,2027-02-02
LOT-202508-1552,MED050,LOC006,572,2025-08-06,2028-01-05
LOT-202510-1551,MED050,LOC006,512,2025-10-14,2028-02-28
LOT-202511-1554,MED050,LOC007,67,2025-11-12,2027-10-07
LOT-202601-1553,MED050,LOC007,90,2026-01-02,2028-01-07
LOT-202602-1555,MED051,LOC001,2152,2026-02-01,2027-12-29
LOT-202505-1556,MED051,LOC002,364,2025-05-07,2027-04-29
LOT-202510-1557,MED051,LOC002,541,2025-10-25,2028-06-21
LOT-202601-1558,MED051,LOC003,1729,2026-01-25,2027-10-01
LOT-202508-1559,MED051,LOC004,306,2025-08-22,2027-04-16
LOT-202504-1561,MED051,LOC005,108,2025-04-01,2026-12-15
LOT-202601-1560,MED051,LOC005,250,2026-01-03,2027-10-08
LOT-202504-1562,MED051,LOC006,892,2025-04-30,2028-03-08
LOT-202601-1563,MED051,LOC006,631,2026-01-02,2028-12-06
LOT-202601-1565,MED051,LOC007,51,2026-01-19,2027-12-06
LOT-202508-1564,MED051,LOC007,40,2025-08-29,2028-04-21
LOT-202601-1566,MED052,LOC001,450,2026-01-30,2028-07-16
LOT-202509-1567,MED052,LOC002,115,2025-09-04,2027-06-01
LOT-202602-1568,MED052,LOC002,62,2026-02-27,2028-04-05
LOT-202506-1570,MED052,LOC003,163,2025-06-03,2027-11-12
LOT-202512-1569,MED052,LOC003,200,2025-12-31,2028-06-28
LOT-202604-1571,MED052,LOC004,98,2026-04-24,2029-04-07
LOT-202507-1572,MED052,LOC005,60,2025-07-20,2028-02-08
LOT-202603-1573,MED052,LOC005,79,2026-03-15,2029-02-14
LOT-202602-1575,MED052,LOC006,105,2026-02-04,2027-08-25
LOT-202602-1574,MED052,LOC006,123,2026-02-18,2028-03-28
LOT-202506-1576,MED052,LOC007,47,2025-06-17,2027-06-17
LOT-202507-1577,MED053,LOC001,275,2025-07-21,2028-04-05
LOT-202504-1578,MED053,LOC002,160,2025-04-05,2027-05-09
LOT-202507-1579,MED053,LOC003,86,2025-07-07,2028-03-05
LOT-202602-1580,MED053,LOC003,51,2026-02-22,2028-05-07
LOT-202601-1581,MED053,LOC004,65,2026-01-11,2027-09-20
LOT-202504-1582,MED053,LOC005,78,2025-04-14,2027-04-25
LOT-202604-1584,MED053,LOC006,158,2026-04-11,2028-02-02
LOT-202602-1583,MED053,LOC006,114,2026-02-28,2028-05-23
LOT-202605-1585,MED053,LOC007,27,2026-05-03,2027-12-17
LOT-202604-1586,MED053,LOC007,15,2026-04-19,2028-04-10
LOT-202508-1587,MED054,LOC001,480,2025-08-03,2027-07-28
LOT-202505-1589,MED054,LOC002,78,2025-05-23,2027-09-08
LOT-202602-1588,MED054,LOC002,151,2026-02-22,2028-01-07
LOT-202509-1590,MED054,LOC003,341,2025-09-19,2027-04-05
LOT-202601-1592,MED054,LOC004,26,2026-01-15,2028-01-01
LOT-202603-1591,MED054,LOC004,42,2026-03-26,2028-07-30
LOT-202510-1594,MED054,LOC005,58,2025-10-20,2027-09-26
LOT-202506-1593,MED054,LOC005,97,2025-06-22,2028-01-03
LOT-202511-1595,MED054,LOC006,141,2025-11-30,2028-05-08
LOT-202506-1596,MED054,LOC006,163,2025-06-22,2028-05-16
LOT-202602-1598,MED054,LOC007,30,2026-02-19,2027-09-05
LOT-202603-1597,MED054,LOC007,24,2026-03-15,2027-12-02
LOT-202505-1599,MED055,LOC001,521,2025-05-23,2028-02-18
LOT-202603-1600,MED055,LOC001,227,2026-03-07,2029-02-12
LOT-202508-1601,MED055,LOC002,175,2025-08-02,2027-05-03
LOT-202505-1602,MED055,LOC002,163,2025-05-01,2028-03-20
LOT-202503-1603,MED055,LOC003,1196,2025-03-20,2027-05-14
LOT-202601-1605,MED055,LOC004,54,2026-01-02,2027-11-09
LOT-202602-1604,MED055,LOC004,80,2026-02-12,2028-12-29
LOT-202505-1607,MED055,LOC005,82,2025-05-21,2027-05-31
LOT-202506-1606,MED055,LOC005,106,2025-06-29,2027-07-16
LOT-202508-1609,MED055,LOC006,353,2025-08-24,2027-09-03
LOT-202507-1608,MED055,LOC006,251,2025-07-09,2028-05-16
LOT-202506-1611,MED055,LOC007,45,2025-06-19,2027-02-05
LOT-202510-1610,MED055,LOC007,50,2025-10-11,2027-08-21
LOT-202601-1613,MED056,LOC001,412,2026-01-10,2027-09-13
LOT-202505-1612,MED056,LOC001,438,2025-05-21,2027-12-24
LOT-202509-1614,MED056,LOC002,141,2025-09-26,2028-02-28
LOT-202507-1615,MED056,LOC002,107,2025-07-23,2028-04-13
LOT-202504-1617,MED056,LOC003,543,2025-04-23,2027-12-06
LOT-202604-1616,MED056,LOC003,469,2026-04-06,2028-08-15
LOT-202508-1618,MED056,LOC004,127,2025-08-05,2027-03-19
LOT-202510-1619,MED056,LOC004,64,2025-10-18,2028-07-02
LOT-202510-1620,MED056,LOC005,172,2025-10-16,2027-12-21
LOT-202602-1622,MED056,LOC006,368,2026-02-10,2028-01-13
LOT-202604-1621,MED056,LOC006,499,2026-04-09,2028-06-07
LOT-202507-1623,MED056,LOC007,37,2025-07-22,2027-08-24
LOT-202602-1624,MED056,LOC007,50,2026-02-06,2027-09-25
LOT-202511-1625,MED057,LOC002,33,2025-11-07,2028-02-06
LOT-202602-1626,MED057,LOC004,38,2026-02-19,2027-09-24
LOT-202603-1627,MED057,LOC005,43,2026-03-08,2027-12-05
LOT-202512-1629,MED057,LOC006,89,2025-12-04,2027-11-28
LOT-202512-1628,MED057,LOC006,64,2025-12-20,2028-03-22
LOT-202504-1631,MED058,LOC001,433,2025-04-25,2027-11-28
LOT-202601-1630,MED058,LOC001,371,2026-01-12,2028-09-10
LOT-202604-1632,MED058,LOC002,122,2026-04-12,2027-12-05
LOT-202510-1633,MED058,LOC002,161,2025-10-22,2028-03-14
LOT-202503-1634,MED058,LOC003,222,2025-03-25,2027-10-28
LOT-202603-1635,MED058,LOC003,117,2026-03-21,2028-11-27
LOT-202510-1636,MED058,LOC004,217,2025-10-30,2027-05-16
LOT-202602-1637,MED058,LOC004,94,2026-02-04,2028-03-01
LOT-202504-1639,MED058,LOC005,111,2025-04-14,2027-12-15
LOT-202603-1638,MED058,LOC005,240,2026-03-28,2028-07-26
LOT-202509-1641,MED058,LOC006,215,2025-09-23,2027-12-08
LOT-202512-1640,MED058,LOC006,486,2025-12-18,2028-03-06
LOT-202503-1642,MED058,LOC007,53,2025-03-28,2027-04-12
LOT-202510-1643,MED059,LOC001,410,2025-10-18,2027-06-19
LOT-202508-1644,MED059,LOC001,302,2025-08-02,2027-07-16
LOT-202506-1645,MED059,LOC002,153,2025-06-02,2028-03-05
LOT-202604-1646,MED059,LOC002,203,2026-04-20,2028-08-25
LOT-202506-1648,MED059,LOC003,322,2025-06-01,2027-10-30
LOT-202510-1647,MED059,LOC003,352,2025-10-31,2027-12-13
LOT-202506-1649,MED059,LOC004,76,2025-06-01,2028-04-09
LOT-202503-1651,MED059,LOC005,77,2025-03-22,2027-07-16
LOT-202601-1650,MED059,LOC005,76,2026-01-10,2028-03-03
LOT-202511-1653,MED059,LOC006,183,2025-11-29,2027-11-12
LOT-202512-1652,MED059,LOC006,271,2025-12-07,2028-03-25
LOT-202503-1654,MED059,LOC007,26,2025-03-22,2027-03-18
LOT-202512-1655,MED060,LOC001,44,2025-12-26,2027-09-16
LOT-202510-1656,MED060,LOC001,59,2025-10-05,2028-04-22
LOT-202503-1657,MED060,LOC002,22,2025-03-23,2027-04-12
LOT-202509-1659,MED060,LOC003,32,2025-09-22,2027-08-02
LOT-202506-1658,MED060,LOC003,42,2025-06-19,2028-01-22
LOT-202509-1660,MED060,LOC004,22,2025-09-25,2028-06-07
LOT-202602-1661,MED060,LOC005,50,2026-02-16,2028-06-27
LOT-202503-1662,MED060,LOC006,105,2025-03-13,2027-08-22
LOT-202504-1663,MED060,LOC007,24,2025-04-01,2027-12-24
LOT-202511-1664,MED061,LOC001,705,2025-11-20,2028-09-22
LOT-202507-1666,MED061,LOC002,214,2025-07-22,2028-05-20
LOT-202509-1665,MED061,LOC002,149,2025-09-02,2028-07-13
LOT-202505-1668,MED061,LOC003,229,2025-05-11,2027-03-11
LOT-202509-1667,MED061,LOC003,378,2025-09-09,2027-05-23
LOT-202510-1669,MED061,LOC004,65,2025-10-07,2028-01-31
LOT-202506-1670,MED061,LOC004,96,2025-06-07,2028-04-17
LOT-202512-1671,MED061,LOC005,327,2025-12-16,2028-11-23
LOT-202602-1673,MED061,LOC006,282,2026-02-25,2028-04-09
LOT-202511-1672,MED061,LOC006,261,2025-11-28,2028-05-18
LOT-202506-1674,MED061,LOC007,38,2025-06-12,2027-04-12
LOT-202503-1675,MED061,LOC007,29,2025-03-24,2027-12-10
LOT-202505-1676,MED062,LOC001,1643,2025-05-11,2027-02-11
LOT-202509-1677,MED062,LOC002,410,2025-09-02,2027-09-14
LOT-202603-1678,MED062,LOC002,208,2026-03-15,2027-10-30
LOT-202510-1679,MED062,LOC003,640,2025-10-03,2027-12-12
LOT-202504-1681,MED062,LOC004,79,2025-04-16,2027-05-25
LOT-202507-1680,MED062,LOC004,180,2025-07-01,2027-11-15
LOT-202603-1682,MED062,LOC005,159,2026-03-10,2027-11-03
LOT-202504-1683,MED062,LOC005,143,2025-04-28,2027-12-23
LOT-202604-1684,MED062,LOC006,1258,2026-04-05,2028-02-27
LOT-202504-1686,MED062,LOC007,28,2025-04-04,2027-07-04
LOT-202604-1685,MED062,LOC007,56,2026-04-06,2027-10-10
LOT-202509-1687,MED063,LOC001,286,2025-09-02,2027-05-23
LOT-202508-1688,MED063,LOC001,185,2025-08-13,2028-01-30
LOT-202603-1689,MED063,LOC002,132,2026-03-07,2027-09-19
LOT-202509-1690,MED063,LOC002,93,2025-09-01,2027-10-30
LOT-202509-1692,MED063,LOC003,108,2025-09-04,2027-06-07
LOT-202510-1691,MED063,LOC003,93,2025-10-28,2027-07-05
LOT-202602-1694,MED063,LOC004,39,2026-02-09,2028-03-08
LOT-202509-1693,MED063,LOC004,30,2025-09-30,2028-08-16
LOT-202511-1695,MED063,LOC005,143,2025-11-10,2028-10-11
LOT-202504-1697,MED063,LOC006,165,2025-04-27,2027-09-26
LOT-202503-1696,MED063,LOC006,242,2025-03-13,2027-12-18
LOT-202512-1698,MED063,LOC007,24,2025-12-01,2027-06-13
LOT-202602-1699,MED063,LOC007,22,2026-02-07,2028-05-15
LOT-202510-1700,MED064,LOC001,2452,2025-10-15,2028-09-06
LOT-202509-1701,MED064,LOC002,879,2025-09-17,2027-08-20
LOT-202509-1702,MED064,LOC002,558,2025-09-26,2028-07-19
LOT-202504-1704,MED064,LOC003,696,2025-04-16,2026-12-10
LOT-202506-1703,MED064,LOC003,1485,2025-06-18,2028-03-06
LOT-202504-1705,MED064,LOC004,138,2025-04-05,2026-12-20
LOT-202507-1706,MED064,LOC004,74,2025-07-04,2027-10-10
LOT-202505-1707,MED064,LOC005,527,2025-05-03,2027-08-27
LOT-202503-1709,MED064,LOC006,721,2025-03-23,2027-02-16
LOT-202503-1708,MED064,LOC006,825,2025-03-14,2027-02-28
LOT-202503-1711,MED064,LOC007,114,2025-03-24,2026-12-31
LOT-202512-1710,MED064,LOC007,107,2025-12-24,2027-10-01
LOT-202603-1712,MED065,LOC001,799,2026-03-25,2027-11-23
LOT-202507-1713,MED065,LOC002,242,2025-07-10,2027-03-10
LOT-202503-1714,MED065,LOC003,762,2025-03-20,2027-03-25
LOT-202504-1715,MED065,LOC004,62,2025-04-02,2027-03-05
LOT-202509-1716,MED065,LOC004,35,2025-09-16,2027-10-05
LOT-202509-1717,MED065,LOC005,430,2025-09-17,2027-07-05
LOT-202503-1718,MED065,LOC006,302,2025-03-21,2027-10-29
LOT-202510-1719,MED065,LOC007,43,2025-10-13,2027-09-04
LOT-202512-1720,MED065,LOC007,41,2025-12-03,2027-09-09
LOT-202506-1722,MED066,LOC001,456,2025-06-10,2027-12-28
LOT-202511-1721,MED066,LOC001,334,2025-11-20,2028-03-15
LOT-202510-1723,MED066,LOC002,481,2025-10-28,2028-07-14
LOT-202602-1725,MED066,LOC003,458,2026-02-06,2027-12-30
LOT-202508-1724,MED066,LOC003,370,2025-08-19,2028-05-19
LOT-202503-1726,MED066,LOC004,136,2025-03-20,2027-09-04
LOT-202504-1727,MED066,LOC004,110,2025-04-05,2028-01-10
LOT-202503-1728,MED066,LOC005,174,2025-03-19,2027-03-20
LOT-202602-1729,MED066,LOC005,246,2026-02-28,2029-01-06
LOT-202504-1731,MED066,LOC006,235,2025-04-15,2027-02-24
LOT-202604-1730,MED066,LOC006,312,2026-04-07,2028-04-12
LOT-202509-1732,MED066,LOC007,32,2025-09-20,2028-03-04
LOT-202508-1734,MED067,LOC001,316,2025-08-17,2028-01-26
LOT-202508-1733,MED067,LOC001,563,2025-08-14,2028-05-16
LOT-202505-1735,MED067,LOC002,526,2025-05-06,2027-01-04
LOT-202512-1736,MED067,LOC003,221,2025-12-08,2028-01-06
LOT-202511-1737,MED067,LOC003,252,2025-11-01,2028-03-25
LOT-202504-1738,MED067,LOC004,67,2025-04-01,2027-07-11
LOT-202511-1739,MED067,LOC004,39,2025-11-07,2027-08-07
LOT-202602-1741,MED067,LOC005,139,2026-02-24,2028-04-08
LOT-202602-1740,MED067,LOC005,206,2026-02-19,2028-08-10
LOT-202504-1742,MED067,LOC006,463,2025-04-19,2027-01-10
LOT-202507-1743,MED067,LOC006,288,2025-07-07,2028-05-17
LOT-202508-1744,MED067,LOC007,39,2025-08-29,2027-11-15
LOT-202509-1745,MED067,LOC007,51,2025-09-22,2027-12-21
LOT-202603-1747,MED068,LOC001,1341,2026-03-23,2028-06-02
LOT-202601-1746,MED068,LOC001,1519,2026-01-07,2028-12-19
LOT-202508-1749,MED068,LOC002,684,2025-08-27,2027-06-27
LOT-202503-1748,MED068,LOC002,760,2025-03-21,2027-09-19
LOT-202503-1751,MED068,LOC003,1829,2025-03-17,2027-06-15
LOT-202601-1750,MED068,LOC003,1298,2026-01-28,2028-06-08
LOT-202601-1752,MED068,LOC004,610,2026-01-05,2028-03-11
LOT-202507-1753,MED068,LOC005,885,2025-07-05,2027-12-12
LOT-202506-1754,MED068,LOC005,483,2025-06-24,2028-02-11
LOT-202506-1756,MED068,LOC006,1601,2025-06-14,2027-11-11
LOT-202602-1755,MED068,LOC006,2317,2026-02-11,2028-11-09
LOT-202506-1757,MED068,LOC007,98,2025-06-11,2027-11-30
LOT-202504-1758,MED068,LOC007,66,2025-04-08,2028-03-01
LOT-202511-1760,MED069,LOC001,1542,2025-11-29,2028-02-20
LOT-202508-1759,MED069,LOC001,1722,2025-08-12,2028-04-16
LOT-202510-1761,MED069,LOC002,1064,2025-10-10,2027-12-07
LOT-202512-1762,MED069,LOC003,1499,2025-12-08,2027-08-10
LOT-202511-1763,MED069,LOC003,905,2025-11-22,2027-08-31
LOT-202506-1765,MED069,LOC004,109,2025-06-30,2027-05-18
LOT-202601-1764,MED069,LOC004,182,2026-01-29,2028-11-17
LOT-202505-1766,MED069,LOC005,630,2025-05-31,2027-02-13
LOT-202601-1767,MED069,LOC005,287,2026-01-05,2027-10-13
LOT-202507-1769,MED069,LOC006,1736,2025-07-02,2028-02-07
LOT-202602-1768,MED069,LOC006,2199,2026-02-13,2028-11-25
LOT-202505-1770,MED069,LOC007,248,2025-05-17,2027-02-10
LOT-202506-1771,MED070,LOC001,235,2025-06-01,2027-02-10
LOT-202511-1772,MED070,LOC001,197,2025-11-21,2027-10-09
LOT-202507-1773,MED070,LOC002,86,2025-07-11,2027-10-26
LOT-202505-1774,MED070,LOC002,110,2025-05-20,2027-11-26
LOT-202509-1776,MED070,LOC003,146,2025-09-01,2028-04-01
LOT-202601-1775,MED070,LOC003,174,2026-01-23,2028-09-11
LOT-202602-1777,MED070,LOC004,44,2026-02-06,2028-03-29
LOT-202601-1778,MED070,LOC005,181,2026-01-07,2027-11-08
LOT-202512-1780,MED070,LOC006,201,2025-12-10,2027-12-31
LOT-202601-1779,MED070,LOC006,167,2026-01-26,2028-03-28
LOT-202602-1782,MED070,LOC007,18,2026-02-15,2028-01-03
LOT-202602-1781,MED070,LOC007,29,2026-02-19,2028-01-29
LOT-202505-1784,MED071,LOC001,87,2025-05-07,2027-05-16
LOT-202507-1783,MED071,LOC001,98,2025-07-13,2027-06-16
LOT-202512-1786,MED071,LOC002,17,2025-12-01,2028-02-17
LOT-202604-1785,MED071,LOC002,29,2026-04-09,2029-02-14
LOT-202510-1788,MED071,LOC003,65,2025-10-17,2028-03-06
LOT-202508-1787,MED071,LOC003,127,2025-08-15,2028-07-29
LOT-202505-1789,MED071,LOC004,61,2025-05-19,2028-03-14
LOT-202512-1790,MED071,LOC005,76,2025-12-04,2028-01-31
LOT-202509-1791,MED071,LOC006,69,2025-09-02,2027-11-08
LOT-202510-1792,MED071,LOC006,102,2025-10-19,2028-01-03
LOT-202506-1793,MED071,LOC007,34,2025-06-17,2027-10-03
