inventory_id,medication_id,location_id,snapshot_date,quantity_on_hand,reorder_level,average_daily_usage,days_of_supply
INV-20251127-MED061-LOC003,MED061,LOC003,2025-11-27,805,1153,76.86,10.5
INV-20251127-MED061-LOC004,MED061,LOC004,2025-11-27,205,193,12.86,15.9
INV-20251127-MED061-LOC005,MED061,LOC005,2025-11-27,395,472,31.43,12.6
INV-20251127-MED061-LOC006,MED061,LOC006,2025-11-27,1056,984,65.57,16.1
INV-20251127-MED061-LOC007,MED061,LOC007,2025-11-27,93,93,6.14,15.1
INV-20251127-MED062-LOC001,MED062,LOC001,2025-11-27,1346,1158,89.07,15.1
INV-20251127-MED062-LOC002,MED062,LOC002,2025-11-27,498,440,33.79,14.7
INV-20251127-MED062-LOC003,MED062,LOC003,2025-11-27,1286,933,71.71,17.9
INV-20251127-MED062-LOC004,MED062,LOC004,2025-11-27,137,146,11.21,12.2
INV-20251127-MED062-LOC005,MED062,LOC005,2025-11-27,637,384,29.5,21.6
INV-20251127-MED062-LOC006,MED062,LOC006,2025-11-27,1036,877,67.43,15.4
INV-20251127-MED062-LOC007,MED062,LOC007,2025-11-27,47,70,5.36,8.8
INV-20251127-MED063-LOC001,MED063,LOC001,2025-11-27,537,515,34.29,15.7
INV-20251127-MED063-LOC002,MED063,LOC002,2025-11-27,234,210,14.0,16.7
INV-20251127-MED063-LOC003,MED063,LOC003,2025-11-27,566,410,27.29,20.7
INV-20251127-MED063-LOC004,MED063,LOC004,2025-11-27,83,75,5.0,16.6
INV-20251127-MED063-LOC005,MED063,LOC005,2025-11-27,104,176,11.71,8.9
INV-20251127-MED063-LOC006,MED063,LOC006,2025-11-27,478,385,25.64,18.6
INV-20251127-MED063-LOC007,MED063,LOC007,2025-11-27,33,33,2.14,15.4
INV-20251127-MED064-LOC001,MED064,LOC001,2025-11-27,1977,2116,162.71,12.2
INV-20251127-MED064-LOC002,MED064,LOC002,2025-11-27,854,908,69.79,12.2
INV-20251127-MED064-LOC003,MED064,LOC003,2025-11-27,1639,1831,140.79,11.6
INV-20251127-MED064-LOC004,MED064,LOC004,2025-11-27,392,273,21.0,18.7
INV-20251127-MED064-LOC005,MED064,LOC005,2025-11-27,1035,733,56.36,18.4
INV-20251127-MED064-LOC006,MED064,LOC006,2025-11-27,1517,1544,118.71,12.8
INV-20251127-MED064-LOC007,MED064,LOC007,2025-11-27,235,133,10.21,23.0
INV-20251127-MED065-LOC001,MED065,LOC001,2025-11-27,528,510,50.93,10.4
INV-20251127-MED065-LOC002,MED065,LOC002,2025-11-27,206,218,21.71,9.5
INV-20251127-MED065-LOC003,MED065,LOC003,2025-11-27,623,397,39.64,15.7
INV-20251127-MED065-LOC004,MED065,LOC004,2025-11-27,133,66,6.57,20.2
INV-20251127-MED065-LOC005,MED065,LOC005,2025-11-27,264,183,18.21,14.5
INV-20251127-MED065-LOC006,MED065,LOC006,2025-11-27,927,374,37.36,24.8
INV-20251127-MED065-LOC007,MED065,LOC007,2025-11-27,92,28,2.71,33.9
INV-20251127-MED066-LOC001,MED066,LOC001,2025-11-27,794,1177,84.07,9.4
INV-20251127-MED066-LOC002,MED066,LOC002,2025-11-27,320,511,36.5,8.8
INV-20251127-MED066-LOC003,MED066,LOC003,2025-11-27,726,965,68.86,10.5
INV-20251127-MED066-LOC004,MED066,LOC004,2025-11-27,119,134,9.57,12.4
INV-20251127-MED066-LOC005,MED066,LOC005,2025-11-27,338,405,28.86,11.7
INV-20251127-MED066-LOC006,MED066,LOC006,2025-11-27,649,887,63.29,10.3
INV-20251127-MED066-LOC007,MED066,LOC007,2025-11-27,129,63,4.5,28.7
INV-20251127-MED067-LOC001,MED067,LOC001,2025-11-27,720,945,67.5,10.7
INV-20251127-MED067-LOC002,MED067,LOC002,2025-11-27,300,408,29.14,10.3
INV-20251127-MED067-LOC003,MED067,LOC003,2025-11-27,1070,741,52.86,20.2
INV-20251127-MED067-LOC004,MED067,LOC004,2025-11-27,102,139,9.86,10.3
INV-20251127-MED067-LOC005,MED067,LOC005,2025-11-27,220,336,24.0,9.2
INV-20251127-MED067-LOC006,MED067,LOC006,2025-11-27,1125,698,49.79,22.6
INV-20251127-MED067-LOC007,MED067,LOC007,2025-11-27,116,65,4.64,25.0
INV-20251127-MED068-LOC001,MED068,LOC001,2025-11-27,3329,4146,296.14,11.2
INV-20251127-MED068-LOC002,MED068,LOC002,2025-11-27,1521,1701,121.43,12.5
INV-20251127-MED068-LOC003,MED068,LOC003,2025-11-27,2999,3260,232.79,12.9
INV-20251127-MED068-LOC004,MED068,LOC004,2025-11-27,458,561,40.07,11.4
INV-20251127-MED068-LOC005,MED068,LOC005,2025-11-27,1135,1416,101.14,11.2
INV-20251127-MED068-LOC006,MED068,LOC006,2025-11-27,4673,4620,330.0,14.2
INV-20251127-MED068-LOC007,MED068,LOC007,2025-11-27,279,225,16.07,17.4
INV-20251127-MED069-LOC001,MED069,LOC001,2025-11-27,4797,3599,239.93,20.0
INV-20251127-MED069-LOC002,MED069,LOC002,2025-11-27,1619,1380,92.0,17.6
INV-20251127-MED069-LOC003,MED069,LOC003,2025-11-27,3565,2822,188.07,19.0
INV-20251127-MED069-LOC004,MED069,LOC004,2025-11-27,453,509,33.93,13.4
INV-20251127-MED069-LOC005,MED069,LOC005,2025-11-27,1384,1218,81.14,17.1
INV-20251127-MED069-LOC006,MED069,LOC006,2025-11-27,2806,3848,256.5,10.9
INV-20251127-MED069-LOC007,MED069,LOC007,2025-11-27,181,175,11.64,15.5
INV-20251127-MED070-LOC001,MED070,LOC001,2025-11-27,485,472,33.71,14.4
INV-20251127-MED070-LOC002,MED070,LOC002,2025-11-27,220,192,13.71,16.0
INV-20251127-MED070-LOC003,MED070,LOC003,2025-11-27,672,397,28.29,23.8
INV-20251127-MED070-LOC004,MED070,LOC004,2025-11-27,140,26,1.79,78.2
INV-20251127-MED070-LOC005,MED070,LOC005,2025-11-27,203,177,12.64,16.1
INV-20251127-MED070-LOC006,MED070,LOC006,2025-11-27,238,413,29.43,8.1
INV-20251127-MED070-LOC007,MED070,LOC007,2025-11-27,161,8,0.57,282.5
INV-20251127-MED071-LOC001,MED071,LOC001,2025-11-27,146,153,10.86,13.4
INV-20251127-MED071-LOC002,MED071,LOC002,2025-11-27,33,54,3.79,8.7
INV-20251127-MED071-LOC003,MED071,LOC003,2025-11-27,119,115,8.21,14.5
INV-20251127-MED071-LOC004,MED071,LOC004,2025-11-27,54,22,1.57,34.4
INV-20251127-MED071-LOC005,MED071,LOC005,2025-11-27,76,42,2.93,25.9
INV-20251127-MED071-LOC006,MED071,LOC006,2025-11-27,76,115,8.21,9.3
INV-20251127-MED071-LOC007,MED071,LOC007,2025-11-27,51,7,0.43,118.6
INV-20251127-MED072-LOC001,MED072,LOC001,2025-11-27,102,95,6.29,16.2
INV-20251127-MED072-LOC002,MED072,LOC002,2025-11-27,38,37,2.43,15.6
INV-20251127-MED072-LOC003,MED072,LOC003,2025-11-27,104,52,3.43,30.3
INV-20251127-MED072-LOC004,MED072,LOC004,2025-11-27,28,7,0.43,65.1
INV-20251127-MED072-LOC005,MED072,LOC005,2025-11-27,41,32,2.07,19.8
INV-20251127-MED072-LOC006,MED072,LOC006,2025-11-27,41,60,4.0,10.2
INV-20251127-MED072-LOC007,MED072,LOC007,2025-11-27,44,5,0.14,314.3
INV-20251127-MED073-LOC001,MED073,LOC001,2025-11-27,199,243,17.29,11.5
INV-20251127-MED073-LOC002,MED073,LOC002,2025-11-27,108,80,5.71,18.9
INV-20251127-MED073-LOC003,MED073,LOC003,2025-11-27,146,159,11.29,12.9
INV-20251127-MED073-LOC004,MED073,LOC004,2025-11-27,57,35,2.43,23.5
INV-20251127-MED073-LOC005,MED073,LOC005,2025-11-27,85,72,5.14,16.5
INV-20251127-MED073-LOC006,MED073,LOC006,2025-11-27,135,135,9.64,14.0
INV-20251127-MED073-LOC007,MED073,LOC007,2025-11-27,20,12,0.79,25.3
INV-20251127-MED074-LOC001,MED074,LOC001,2025-11-27,130,101,6.29,20.7
INV-20251127-MED074-LOC002,MED074,LOC002,2025-11-27,34,54,3.36,10.1
INV-20251127-MED074-LOC003,MED074,LOC003,2025-11-27,44,87,5.43,8.1
INV-20251127-MED074-LOC004,MED074,LOC004,2025-11-27,19,20,1.21,15.7
INV-20251127-MED074-LOC005,MED074,LOC005,2025-11-27,59,36,2.21,26.7
INV-20251127-MED074-LOC006,MED074,LOC006,2025-11-27,35,93,5.79,6.0
INV-20251127-MED074-LOC007,MED074,LOC007,2025-11-27,48,6,0.36,133.3
INV-20251127-MED075-LOC001,MED075,LOC001,2025-11-27,1203,768,54.79,22.0
INV-20251127-MED075-LOC002,MED075,LOC002,2025-11-27,345,315,22.43,15.4
INV-20251127-MED075-LOC003,MED075,LOC003,2025-11-27,371,615,43.86,8.5
INV-20251127-MED075-LOC004,MED075,LOC004,2025-11-27,170,29,2.07,82.1
INV-20251127-MED075-LOC005,MED075,LOC005,2025-11-27,415,257,18.29,22.7
INV-20251127-MED075-LOC006,MED075,LOC006,2025-11-27,403,570,40.71,9.9
INV-20251127-MED075-LOC007,MED075,LOC007,2025-11-27,56,42,2.93,19.1
INV-20251128-MED001-LOC001,MED001,LOC001,2025-11-28,547,767,59.0,9.3
INV-20251128-MED001-LOC002,MED001,LOC002,2025-11-28,439,295,22.64,19.4
INV-20251128-MED001-LOC003,MED001,LOC003,2025-11-28,647,619,47.57,13.6
INV-20251128-MED001-LOC004,MED001,LOC004,2025-11-28,126,100,7.64,16.5
INV-20251128-MED001-LOC005,MED001,LOC005,2025-11-28,324,248,19.07,17.0
INV-20251128-MED001-LOC006,MED001,LOC006,2025-11-28,1085,808,62.14,17.5
INV-20251128-MED001-LOC007,MED001,LOC007,2025-11-28,152,15,1.14,133.3
INV-20251128-MED002-LOC001,MED002,LOC001,2025-11-28,789,643,42.86,18.4
INV-20251128-MED002-LOC002,MED002,LOC002,2025-11-28,339,253,16.86,20.1
INV-20251128-MED002-LOC003,MED002,LOC003,2025-11-28,635,510,34.0,18.7
INV-20251128-MED002-LOC004,MED002,LOC004,2025-11-28,139,94,6.21,22.4
INV-20251128-MED002-LOC005,MED002,LOC005,2025-11-28,189,223,14.86,12.7
INV-20251128-MED002-LOC006,MED002,LOC006,2025-11-28,445,744,49.57,9.0
INV-20251128-MED002-LOC007,MED002,LOC007,2025-11-28,29,36,2.36,12.3
INV-20251128-MED003-LOC001,MED003,LOC001,2025-11-28,192,217,19.71,9.7
INV-20251128-MED003-LOC002,MED003,LOC002,2025-11-28,98,91,8.21,11.9
INV-20251128-MED003-LOC003,MED003,LOC003,2025-11-28,140,156,14.14,9.9
INV-20251128-MED003-LOC004,MED003,LOC004,2025-11-28,64,31,2.79,22.9
INV-20251128-MED003-LOC005,MED003,LOC005,2025-11-28,101,65,5.86,17.2
INV-20251128-MED003-LOC006,MED003,LOC006,2025-11-28,314,256,23.21,13.5
INV-20251128-MED003-LOC007,MED003,LOC007,2025-11-28,69,6,0.5,138.0
INV-20251128-MED004-LOC001,MED004,LOC001,2025-11-28,380,342,28.5,13.3
INV-20251128-MED004-LOC002,MED004,LOC002,2025-11-28,210,127,10.57,19.9
INV-20251128-MED004-LOC003,MED004,LOC003,2025-11-28,464,264,22.0,21.1
INV-20251128-MED004-LOC004,MED004,LOC004,2025-11-28,98,43,3.57,27.5
INV-20251128-MED004-LOC005,MED004,LOC005,2025-11-28,222,108,9.0,24.7
INV-20251128-MED004-LOC006,MED004,LOC006,2025-11-28,486,342,28.43,17.1
INV-20251128-MED004-LOC007,MED004,LOC007,2025-11-28,112,5,0.29,386.2
INV-20251128-MED005-LOC001,MED005,LOC001,2025-11-28,314,315,24.21,13.0
INV-20251128-MED005-LOC002,MED005,LOC002,2025-11-28,179,105,8.07,22.2
INV-20251128-MED005-LOC003,MED005,LOC003,2025-11-28,252,212,16.29,15.5
INV-20251128-MED005-LOC004,MED005,LOC004,2025-11-28,94,42,3.21,29.3
INV-20251128-MED005-LOC005,MED005,LOC005,2025-11-28,124,98,7.5,16.5
INV-20251128-MED005-LOC006,MED005,LOC006,2025-11-28,572,320,24.57,23.3
INV-20251128-MED005-LOC007,MED005,LOC007,2025-11-28,107,5,0.14,764.3
INV-20251128-MED006-LOC001,MED006,LOC001,2025-11-28,815,896,68.86,11.8
INV-20251128-MED006-LOC002,MED006,LOC002,2025-11-28,557,357,27.43,20.3
INV-20251128-MED006-LOC003,MED006,LOC003,2025-11-28,906,718,55.21,16.4
INV-20251128-MED006-LOC004,MED006,LOC004,2025-11-28,99,133,10.21,9.7
INV-20251128-MED006-LOC005,MED006,LOC005,2025-11-28,441,282,21.64,20.4
INV-20251128-MED006-LOC006,MED006,LOC006,2025-11-28,1420,954,73.36,19.4
INV-20251128-MED006-LOC007,MED006,LOC007,2025-11-28,322,13,0.93,346.2
INV-20251128-MED007-LOC001,MED007,LOC001,2025-11-28,717,903,82.07,8.7
INV-20251128-MED007-LOC002,MED007,LOC002,2025-11-28,791,415,37.64,21.0
INV-20251128-MED007-LOC003,MED007,LOC003,2025-11-28,1340,739,67.14,20.0
INV-20251128-MED007-LOC004,MED007,LOC004,2025-11-28,153,140,12.64,12.1
INV-20251128-MED007-LOC005,MED007,LOC005,2025-11-28,252,323,29.29,8.6
INV-20251128-MED007-LOC006,MED007,LOC006,2025-11-28,1620,735,66.79,24.3
INV-20251128-MED007-LOC007,MED007,LOC007,2025-11-28,428,207,18.79,22.8
INV-20251128-MED008-LOC001,MED008,LOC001,2025-11-28,412,528,40.57,10.2
INV-20251128-MED008-LOC002,MED008,LOC002,2025-11-28,319,217,16.64,19.2
INV-20251128-MED008-LOC003,MED008,LOC003,2025-11-28,331,416,32.0,10.3
INV-20251128-MED008-LOC004,MED008,LOC004,2025-11-28,70,62,4.71,14.9
INV-20251128-MED008-LOC005,MED008,LOC005,2025-11-28,232,182,14.0,16.6
INV-20251128-MED008-LOC006,MED008,LOC006,2025-11-28,349,406,31.21,11.2
INV-20251128-MED008-LOC007,MED008,LOC007,2025-11-28,167,114,8.71,19.2
INV-20251128-MED009-LOC001,MED009,LOC001,2025-11-28,1785,1189,99.07,18.0
INV-20251128-MED009-LOC002,MED009,LOC002,2025-11-28,654,495,41.21,15.9
INV-20251128-MED009-LOC003,MED009,LOC003,2025-11-28,1718,838,69.79,24.6
INV-20251128-MED009-LOC004,MED009,LOC004,2025-11-28,298,170,14.14,21.1
INV-20251128-MED009-LOC005,MED009,LOC005,2025-11-28,329,374,31.14,10.6
INV-20251128-MED009-LOC006,MED009,LOC006,2025-11-28,1321,891,74.21,17.8
INV-20251128-MED009-LOC007,MED009,LOC007,2025-11-28,102,70,5.79,17.6
INV-20251128-MED010-LOC001,MED010,LOC001,2025-11-28,1278,754,62.79,20.4
INV-20251128-MED010-LOC002,MED010,LOC002,2025-11-28,512,305,25.36,20.2
INV-20251128-MED010-LOC003,MED010,LOC003,2025-11-28,876,572,47.64,18.4
INV-20251128-MED010-LOC004,MED010,LOC004,2025-11-28,93,111,9.21,10.1
INV-20251128-MED010-LOC005,MED010,LOC005,2025-11-28,442,251,20.86,21.2
INV-20251128-MED010-LOC006,MED010,LOC006,2025-11-28,661,530,44.14,15.0
INV-20251128-MED010-LOC007,MED010,LOC007,2025-11-28,88,36,3.0,29.3
INV-20251128-MED011-LOC001,MED011,LOC001,2025-11-28,447,359,27.57,16.2
INV-20251128-MED011-LOC002,MED011,LOC002,2025-11-28,64,131,10.07,6.4
INV-20251128-MED011-LOC003,MED011,LOC003,2025-11-28,378,279,21.43,17.6
INV-20251128-MED011-LOC004,MED011,LOC004,2025-11-28,16,50,3.79,4.2
INV-20251128-MED011-LOC005,MED011,LOC005,2025-11-28,91,98,7.5,12.1
INV-20251128-MED011-LOC006,MED011,LOC006,2025-11-28,276,269,20.64,13.4
INV-20251128-MED011-LOC007,MED011,LOC007,2025-11-28,89,74,5.64,15.8
INV-20251128-MED012-LOC001,MED012,LOC001,2025-11-28,790,576,48.0,16.5
INV-20251128-MED012-LOC002,MED012,LOC002,2025-11-28,419,258,21.5,19.5
INV-20251128-MED012-LOC003,MED012,LOC003,2025-11-28,822,454,37.79,21.8
INV-20251128-MED012-LOC004,MED012,LOC004,2025-11-28,92,93,7.71,11.9
INV-20251128-MED012-LOC005,MED012,LOC005,2025-11-28,404,177,14.71,27.5
INV-20251128-MED012-LOC006,MED012,LOC006,2025-11-28,516,457,38.07,13.6
INV-20251128-MED012-LOC007,MED012,LOC007,2025-11-28,47,36,2.93,16.0
INV-20251128-MED013-LOC001,MED013,LOC001,2025-11-28,265,264,20.29,13.1
INV-20251128-MED013-LOC002,MED013,LOC002,2025-11-28,174,117,8.93,19.5
INV-20251128-MED013-LOC003,MED013,LOC003,2025-11-28,197,208,15.93,12.4
INV-20251128-MED013-LOC004,MED013,LOC004,2025-11-28,62,32,2.43,25.5
INV-20251128-MED013-LOC005,MED013,LOC005,2025-11-28,56,79,6.07,9.2
INV-20251128-MED013-LOC006,MED013,LOC006,2025-11-28,224,184,14.14,15.8
INV-20251128-MED013-LOC007,MED013,LOC007,2025-11-28,10,10,0.71,14.1
INV-20251128-MED014-LOC001,MED014,LOC001,2025-11-28,228,308,27.93,8.2
INV-20251128-MED014-LOC002,MED014,LOC002,2025-11-28,156,125,11.36,13.7
INV-20251128-MED014-LOC003,MED014,LOC003,2025-11-28,553,243,22.07,25.1
INV-20251128-MED014-LOC004,MED014,LOC004,2025-11-28,129,54,4.86,26.5
INV-20251128-MED014-LOC005,MED014,LOC005,2025-11-28,86,114,10.29,8.4
INV-20251128-MED014-LOC006,MED014,LOC006,2025-11-28,410,231,20.93,19.6
INV-20251128-MED014-LOC007,MED014,LOC007,2025-11-28,59,16,1.43,41.3
INV-20251128-MED015-LOC001,MED015,LOC001,2025-11-28,816,394,35.79,22.8
INV-20251128-MED015-LOC002,MED015,LOC002,2025-11-28,115,141,12.79,9.0
INV-20251128-MED015-LOC003,MED015,LOC003,2025-11-28,269,285,25.86,10.4
INV-20251128-MED015-LOC004,MED015,LOC004,2025-11-28,45,55,4.93,9.1
INV-20251128-MED015-LOC005,MED015,LOC005,2025-11-28,173,126,11.43,15.1
INV-20251128-MED015-LOC006,MED015,LOC006,2025-11-28,503,301,27.36,18.4
INV-20251128-MED015-LOC007,MED015,LOC007,2025-11-28,80,88,8.0,10.0
INV-20251128-MED016-LOC001,MED016,LOC001,2025-11-28,2813,1854,154.43,18.2
INV-20251128-MED016-LOC002,MED016,LOC002,2025-11-28,456,660,54.93,8.3
INV-20251128-MED016-LOC003,MED016,LOC003,2025-11-28,2368,1382,115.14,20.6
INV-20251128-MED016-LOC004,MED016,LOC004,2025-11-28,297,274,22.79,13.0
INV-20251128-MED016-LOC005,MED016,LOC005,2025-11-28,1167,585,48.71,24.0
INV-20251128-MED016-LOC006,MED016,LOC006,2025-11-28,1504,1314,109.43,13.7
INV-20251128-MED016-LOC007,MED016,LOC007,2025-11-28,149,105,8.71,17.1
INV-20251128-MED017-LOC001,MED017,LOC001,2025-11-28,1206,1232,94.71,12.7
INV-20251128-MED017-LOC002,MED017,LOC002,2025-11-28,573,488,37.5,15.3
INV-20251128-MED017-LOC003,MED017,LOC003,2025-11-28,1008,998,76.71,13.1
INV-20251128-MED017-LOC004,MED017,LOC004,2025-11-28,225,161,12.36,18.2
INV-20251128-MED017-LOC005,MED017,LOC005,2025-11-28,292,419,32.21,9.1
INV-20251128-MED017-LOC006,MED017,LOC006,2025-11-28,835,907,69.71,12.0
INV-20251128-MED017-LOC007,MED017,LOC007,2025-11-28,66,66,5.07,13.0
INV-20251128-MED018-LOC001,MED018,LOC001,2025-11-28,2268,1331,121.0,18.7
INV-20251128-MED018-LOC002,MED018,LOC002,2025-11-28,1169,563,51.14,22.9
INV-20251128-MED018-LOC003,MED018,LOC003,2025-11-28,2246,1103,100.21,22.4
INV-20251128-MED018-LOC004,MED018,LOC004,2025-11-28,263,193,17.5,15.0
INV-20251128-MED018-LOC005,MED018,LOC005,2025-11-28,979,452,41.07,23.8
INV-20251128-MED018-LOC006,MED018,LOC006,2025-11-28,1874,1005,91.36,20.5
INV-20251128-MED018-LOC007,MED018,LOC007,2025-11-28,90,77,6.93,13.0
INV-20251128-MED019-LOC001,MED019,LOC001,2025-11-28,1263,816,74.14,17.0
INV-20251128-MED019-LOC002,MED019,LOC002,2025-11-28,376,303,27.5,13.7
INV-20251128-MED019-LOC003,MED019,LOC003,2025-11-28,1348,679,61.71,21.8
INV-20251128-MED019-LOC004,MED019,LOC004,2025-11-28,78,117,10.57,7.4
INV-20251128-MED019-LOC005,MED019,LOC005,2025-11-28,660,283,25.71,25.7
INV-20251128-MED019-LOC006,MED019,LOC006,2025-11-28,1164,602,54.64,21.3
INV-20251128-MED019-LOC007,MED019,LOC007,2025-11-28,109,42,3.79,28.8
INV-20251128-MED020-LOC001,MED020,LOC001,2025-11-28,861,871,66.93,12.9
INV-20251128-MED020-LOC002,MED020,LOC002,2025-11-28,441,325,25.0,17.6
INV-20251128-MED020-LOC003,MED020,LOC003,2025-11-28,602,672,51.64,11.7
INV-20251128-MED020-LOC004,MED020,LOC004,2025-11-28,164,124,9.5,17.3
INV-20251128-MED020-LOC005,MED020,LOC005,2025-11-28,210,273,20.93,10.0
INV-20251128-MED020-LOC006,MED020,LOC006,2025-11-28,525,597,45.86,11.4
INV-20251128-MED020-LOC007,MED020,LOC007,2025-11-28,173,202,15.5,11.2
INV-20251128-MED021-LOC001,MED021,LOC001,2025-11-28,2228,1247,103.86,21.5
INV-20251128-MED021-LOC002,MED021,LOC002,2025-11-28,841,479,39.86,21.1
INV-20251128-MED021-LOC003,MED021,LOC003,2025-11-28,1299,996,83.0,15.7
INV-20251128-MED021-LOC004,MED021,LOC004,2025-11-28,264,175,14.57,18.1
INV-20251128-MED021-LOC005,MED021,LOC005,2025-11-28,340,414,34.5,9.9
INV-20251128-MED021-LOC006,MED021,LOC006,2025-11-28,1429,948,79.0,18.1
INV-20251128-MED021-LOC007,MED021,LOC007,2025-11-28,172,75,6.21,27.7
INV-20251128-MED022-LOC001,MED022,LOC001,2025-11-28,1013,760,63.29,16.0
INV-20251128-MED022-LOC002,MED022,LOC002,2025-11-28,681,342,28.43,24.0
INV-20251128-MED022-LOC003,MED022,LOC003,2025-11-28,680,624,52.0,13.1
INV-20251128-MED022-LOC004,MED022,LOC004,2025-11-28,79,117,9.71,8.1
INV-20251128-MED022-LOC005,MED022,LOC005,2025-11-28,446,232,19.29,23.1
INV-20251128-MED022-LOC006,MED022,LOC006,2025-11-28,928,566,47.14,19.7
INV-20251128-MED022-LOC007,MED022,LOC007,2025-11-28,47,32,2.64,17.8
INV-20251128-MED023-LOC001,MED023,LOC001,2025-11-28,992,1415,117.86,8.4
INV-20251128-MED023-LOC002,MED023,LOC002,2025-11-28,675,544,45.29,14.9
INV-20251128-MED023-LOC003,MED023,LOC003,2025-11-28,1988,1056,88.0,22.6
INV-20251128-MED023-LOC004,MED023,LOC004,2025-11-28,210,185,15.36,13.7
INV-20251128-MED023-LOC005,MED023,LOC005,2025-11-28,607,443,36.86,16.5
INV-20251128-MED023-LOC006,MED023,LOC006,2025-11-28,770,940,78.29,9.8
INV-20251128-MED023-LOC007,MED023,LOC007,2025-11-28,164,87,7.21,22.7
INV-20251128-MED024-LOC001,MED024,LOC001,2025-11-28,1719,1509,116.07,14.8
INV-20251128-MED024-LOC002,MED024,LOC002,2025-11-28,663,628,48.29,13.7
INV-20251128-MED024-LOC003,MED024,LOC003,2025-11-28,1109,1222,94.0,11.8
INV-20251128-MED024-LOC004,MED024,LOC004,2025-11-28,204,200,15.36,13.3
INV-20251128-MED024-LOC005,MED024,LOC005,2025-11-28,857,523,40.21,21.3
INV-20251128-MED024-LOC006,MED024,LOC006,2025-11-28,841,1143,87.86,9.6
INV-20251128-MED024-LOC007,MED024,LOC007,2025-11-28,62,90,6.86,9.0
INV-20251128-MED025-LOC001,MED025,LOC001,2025-11-28,3522,2600,199.93,17.6
INV-20251128-MED025-LOC002,MED025,LOC002,2025-11-28,1315,1084,83.36,15.8
INV-20251128-MED025-LOC003,MED025,LOC003,2025-11-28,2371,2111,162.36,14.6
INV-20251128-MED025-LOC004,MED025,LOC004,2025-11-28,408,331,25.43,16.0
INV-20251128-MED025-LOC005,MED025,LOC005,2025-11-28,690,860,66.14,10.4
INV-20251128-MED025-LOC006,MED025,LOC006,2025-11-28,2789,1937,149.0,18.7
INV-20251128-MED025-LOC007,MED025,LOC007,2025-11-28,123,147,11.29,10.9
INV-20251128-MED026-LOC001,MED026,LOC001,2025-11-28,3358,2303,164.5,20.4
INV-20251128-MED026-LOC002,MED026,LOC002,2025-11-28,757,941,67.21,11.3
INV-20251128-MED026-LOC003,MED026,LOC003,2025-11-28,2377,1800,128.57,18.5
INV-20251128-MED026-LOC004,MED026,LOC004,2025-11-28,547,320,22.79,24.0
INV-20251128-MED026-LOC005,MED026,LOC005,2025-11-28,629,735,52.43,12.0
INV-20251128-MED026-LOC006,MED026,LOC006,2025-11-28,1123,1730,123.57,9.1
INV-20251128-MED026-LOC007,MED026,LOC007,2025-11-28,167,119,8.43,19.8
INV-20251128-MED027-LOC001,MED027,LOC001,2025-11-28,1419,1038,79.79,17.8
INV-20251128-MED027-LOC002,MED027,LOC002,2025-11-28,327,432,33.21,9.8
INV-20251128-MED027-LOC003,MED027,LOC003,2025-11-28,1172,809,62.21,18.8
INV-20251128-MED027-LOC004,MED027,LOC004,2025-11-28,119,129,9.86,12.1
INV-20251128-MED027-LOC005,MED027,LOC005,2025-11-28,482,326,25.07,19.2
INV-20251128-MED027-LOC006,MED027,LOC006,2025-11-28,1002,719,55.29,18.1
INV-20251128-MED027-LOC007,MED027,LOC007,2025-11-28,78,61,4.64,16.8
INV-20251128-MED028-LOC001,MED028,LOC001,2025-11-28,597,587,45.14,13.2
INV-20251128-MED028-LOC002,MED028,LOC002,2025-11-28,335,221,17.0,19.7
INV-20251128-MED028-LOC003,MED028,LOC003,2025-11-28,541,487,37.43,14.5
INV-20251128-MED028-LOC004,MED028,LOC004,2025-11-28,111,85,6.5,17.1
INV-20251128-MED028-LOC005,MED028,LOC005,2025-11-28,287,194,14.86,19.3
INV-20251128-MED028-LOC006,MED028,LOC006,2025-11-28,502,464,35.64,14.1
INV-20251128-MED028-LOC007,MED028,LOC007,2025-11-28,35,18,1.36,25.7
INV-20251128-MED029-LOC001,MED029,LOC001,2025-11-28,446,194,17.57,25.4
INV-20251128-MED029-LOC002,MED029,LOC002,2025-11-28,175,75,6.79,25.8
INV-20251128-MED029-LOC003,MED029,LOC003,2025-11-28,325,158,14.36,22.6
INV-20251128-MED029-LOC004,MED029,LOC004,2025-11-28,52,22,1.93,26.9
INV-20251128-MED029-LOC005,MED029,LOC005,2025-11-28,54,63,5.71,9.5
INV-20251128-MED029-LOC006,MED029,LOC006,2025-11-28,117,151,13.71,8.5
INV-20251128-MED029-LOC007,MED029,LOC007,2025-11-28,57,11,0.93,61.3
INV-20251128-MED030-LOC001,MED030,LOC001,2025-11-28,276,195,14.93,18.5
INV-20251128-MED030-LOC002,MED030,LOC002,2025-11-28,106,73,5.57,19.0
INV-20251128-MED030-LOC003,MED030,LOC003,2025-11-28,162,162,12.43,13.0
INV-20251128-MED030-LOC004,MED030,LOC004,2025-11-28,38,24,1.79,21.2
INV-20251128-MED030-LOC005,MED030,LOC005,2025-11-28,48,70,5.36,9.0
INV-20251128-MED030-LOC006,MED030,LOC006,2025-11-28,176,139,10.64,16.5
INV-20251128-MED030-LOC007,MED030,LOC007,2025-11-28,55,11,0.79,69.6
INV-20251128-MED031-LOC001,MED031,LOC001,2025-11-28,1648,866,78.71,20.9
